'', DOI, BibTeX Citation, Plain Text Citation, Plain Text Citation Style
0,"https://doi.org/10.1166/jnn.2012.6725"," @article{Li_2012, title={Fine-Tuning the Fluorescence Emission Wavelength of Gold Nanoclusters in the Protein-Directed Synthesis: The Effect of Silver Ions}, volume={12}, ISSN={1533-4880}, url={http://dx.doi.org/10.1166/jnn.2012.6725}, DOI={10.1166/jnn.2012.6725}, number={12}, journal={Journal of Nanoscience and Nanotechnology}, publisher={American Scientific Publishers}, author={Li, Baoshun and Li, Jianjun and Zhao, Junwu}, year={2012}, month=dec, pages={8879–8885} } ","Li, Baoshun, Jianjun Li, and Junwu Zhao. 2012. “Fine-Tuning the Fluorescence Emission Wavelength of Gold Nanoclusters in the Protein-Directed Synthesis: The Effect of Silver Ions.” Journal of Nanoscience and Nanotechnology 12 (12): 8879–85. https://doi.org/10.1166/jnn.2012.6725. ","chicago-author-date"
0,"https://doi.org/10.1016/s0378-4347(01)00120-7"," @article{Javors_2001, title={Extraction and quantification of epibatidine in plasma}, volume={755}, ISSN={0378-4347}, url={http://dx.doi.org/10.1016/s0378-4347(01)00120-7}, DOI={10.1016/s0378-4347(01)00120-7}, number={1–2}, journal={Journal of Chromatography B: Biomedical Sciences and Applications}, publisher={Elsevier BV}, author={Javors, M.A. and Sanchez, J.J. and King, T.S. and Rohde, A.R. and Wilson, S.G. and Flores, C.M.}, year={2001}, month=may, pages={379–382} } ","Javors, M. A., J. J. Sanchez, T. S. King, A. R. Rohde, S. G. Wilson & C. M. Flores, 2001. Extraction and quantification of epibatidine in plasma. Journal of Chromatography B: Biomedical Sciences and Applications, 755: 379–382. Elsevier BV. ","ecoscience"
0,"https://doi.org/10.1093/bfgp/elm002"," @article{Costoya_2007, title={Functional analysis of the role of POK transcriptional repressors}, volume={6}, ISSN={1477-4062}, url={http://dx.doi.org/10.1093/bfgp/elm002}, DOI={10.1093/bfgp/elm002}, number={1}, journal={Briefings in Functional Genomics and Proteomics}, publisher={Oxford University Press (OUP)}, author={Costoya, J. A.}, year={2007}, month=mar, pages={8–18} } ","Costoya, J. A., 2007. Functional analysis of the role of POK transcriptional repressors. Briefings in Functional Genomics and Proteomics, 6: 8–18. Oxford University Press (OUP). ","ecoscience"
0,"https://doi.org/10.1080/00150199208227066"," @article{Vlokh_1992, title={Elastooptic effect in LiNbO3under crystal bending}, volume={126}, ISSN={1563-5112}, url={http://dx.doi.org/10.1080/00150199208227066}, DOI={10.1080/00150199208227066}, number={1}, journal={Ferroelectrics}, publisher={Informa UK Limited}, author={Vlokh, R. and Pyatak, Y. and Skab, I.}, year={1992}, month=feb, pages={239–242} } ","Vlokh, R., Pyatak, Y., & Skab, I. (1992). Elastooptic effect in LiNbO3under crystal bending. Ferroelectrics, 126(1), 239–242. https://doi.org/10.1080/00150199208227066 ","apa"
0,"https://doi.org/10.1016/s0737-0806(06)81109-3"," @article{1993, volume={13}, ISSN={0737-0806}, url={http://dx.doi.org/10.1016/s0737-0806(06)81109-3}, DOI={10.1016/s0737-0806(06)81109-3}, number={6}, journal={Journal of Equine Veterinary Science}, publisher={Elsevier BV}, year={1993}, month=jan, pages={320–321} } ","The North American veterinary conference, 1993. . Journal of Equine Veterinary Science 13, 320–321. https://doi.org/10.1016/s0737-0806(06)81109-3 ","elsevier-harvard"
0,"https://doi.org/10.1016/j.icarus.2005.07.019"," @article{SIMONMILLER_2006, title={Jupiter’s atmospheric temperatures: From Voyager IRIS to Cassini CIRS}, volume={180}, ISSN={0019-1035}, url={http://dx.doi.org/10.1016/j.icarus.2005.07.019}, DOI={10.1016/j.icarus.2005.07.019}, number={1}, journal={Icarus}, publisher={Elsevier BV}, author={SIMONMILLER, A and CONRATH, B and GIERASCH, P and ORTON, G and ACHTERBERG, R and FLASAR, F and FISHER, B}, year={2006}, month=jan, pages={98–112} } ","SIMONMILLER, A., B. CONRATH, P. GIERASCH, G. ORTON, R. ACHTERBERG, F. FLASAR & B. FISHER, 2006. Jupiter’s atmospheric temperatures: From Voyager IRIS to Cassini CIRS. Icarus, 180: 98–112. Elsevier BV. ","ecoscience"
0,"https://doi.org/10.1111/j.1399-3054.1993.tb01376.x"," @article{Streb_1993, title={Preferential photoinactivation of catalase and photoinhibition of photosystem II are common early symptoms under various osmotic and chemical stress conditions}, volume={88}, ISSN={1399-3054}, url={http://dx.doi.org/10.1111/j.1399-3054.1993.tb01376.x}, DOI={10.1111/j.1399-3054.1993.tb01376.x}, number={4}, journal={Physiologia Plantarum}, publisher={Wiley}, author={Streb, Peter and Michael‐Knauf, Andrea and Feierabend, Jürgen}, year={1993}, month=aug, pages={590–598} } ","Streb, P., A. Michael‐Knauf & J. Feierabend, 1993. Preferential photoinactivation of catalase and photoinhibition of photosystem II are common early symptoms under various osmotic and chemical stress conditions. Physiologia Plantarum, 88: 590–598. Wiley. ","ecoscience"
0,"https://doi.org/10.1088/1475-7516/2019/10/027"," @article{Hansen_2019, title={Effect of extended ν production region on collective oscillations in supernovae}, volume={2019}, ISSN={1475-7516}, url={http://dx.doi.org/10.1088/1475-7516/2019/10/027}, DOI={10.1088/1475-7516/2019/10/027}, number={10}, journal={Journal of Cosmology and Astroparticle Physics}, publisher={IOP Publishing}, author={Hansen, Rasmus S.L. and Smirnov, Alexei Yu.}, year={2019}, month=oct, pages={027–027} } ","Hansen, Rasmus S.L., and Alexei Yu. Smirnov. 2019. “Effect of Extended ν Production Region on Collective Oscillations in Supernovae.” Journal of Cosmology and Astroparticle Physics 2019 (10): 027–027. https://doi.org/10.1088/1475-7516/2019/10/027. ","chicago-author-date"
0,"https://doi.org/10.1063/1.2177362"," @article{Zhang_2006, title={Current-voltage characteristics and parameter retrieval of semiconducting nanowires}, volume={88}, ISSN={1077-3118}, url={http://dx.doi.org/10.1063/1.2177362}, DOI={10.1063/1.2177362}, number={7}, journal={Applied Physics Letters}, publisher={AIP Publishing}, author={Zhang, Z. Y. and Jin, C. H. and Liang, X. L. and Chen, Q. and Peng, L.-M.}, year={2006}, month=feb } ","Zhang, Z. Y., Jin, C. H., Liang, X. L., Chen, Q., & Peng, L.-M. (2006). Current-voltage characteristics and parameter retrieval of semiconducting nanowires. Applied Physics Letters, 88(7). https://doi.org/10.1063/1.2177362 ","apa"
0,"https://doi.org/10.1016/j.ijrobp.2019.06.1923"," @article{Rao_2019, title={Evaluation of a Novel Absorbable Radiopaque Hydrogel in Patients Undergoing Image-Guided Radiotherapy (IGRT) for Borderline Resectable and Locally Advanced Pancreatic Adenocarcinoma}, volume={105}, ISSN={0360-3016}, url={http://dx.doi.org/10.1016/j.ijrobp.2019.06.1923}, DOI={10.1016/j.ijrobp.2019.06.1923}, number={1}, journal={International Journal of Radiation Oncology*Biology*Physics}, publisher={Elsevier BV}, author={Rao, A.D. and Shin, E.J. and Meyer, J.J. and Thompson, E. and Fu, W. and Hu, C. and Fishman, E. and Weiss, M. and Wolfgang, C. and Burkhart, R. and He, J. and Kerdsirichariat, T. and Herman, J.M. and Ding, K. and Narang, A.}, year={2019}, month=sep, pages={E242–E243} } ","Rao, A. D., Shin, E. J., Meyer, J. J., Thompson, E., Fu, W., Hu, C., Fishman, E., Weiss, M., Wolfgang, C., Burkhart, R., He, J., Kerdsirichariat, T., Herman, J. M., Ding, K., & Narang, A. (2019). Evaluation of a Novel Absorbable Radiopaque Hydrogel in Patients Undergoing Image-Guided Radiotherapy (IGRT) for Borderline Resectable and Locally Advanced Pancreatic Adenocarcinoma. International Journal of Radiation Oncology*Biology*Physics, 105(1), E242–E243. https://doi.org/10.1016/j.ijrobp.2019.06.1923 ","apa"
0,"https://doi.org/10.1016/0165-1110(75)90010-x"," @article{Ong_1975, title={Aflatoxin mutagenesis}, volume={32}, ISSN={0165-1110}, url={http://dx.doi.org/10.1016/0165-1110(75)90010-x}, DOI={10.1016/0165-1110(75)90010-x}, number={1}, journal={Mutation Research/Reviews in Genetic Toxicology}, publisher={Elsevier BV}, author={Ong, Tong-Man}, year={1975}, month=jan, pages={35–53} } ","Ong, T.-M., 1975. Aflatoxin mutagenesis. Mutation Research/Reviews in Genetic Toxicology, 32: 35–53. Elsevier BV. ","ecoscience"
0,"https://doi.org/10.1016/j.annepidem.2003.10.009"," @article{Anum_2004, title={Hypercholesterolemia and coronary heart disease in the elderly: a meta-analysis}, volume={14}, ISSN={1047-2797}, url={http://dx.doi.org/10.1016/j.annepidem.2003.10.009}, DOI={10.1016/j.annepidem.2003.10.009}, number={9}, journal={Annals of Epidemiology}, publisher={Elsevier BV}, author={Anum, Emmanuel A. and Adera, Tilahun}, year={2004}, month=oct, pages={705–721} } ","Anum, E. A. & T. Adera, 2004. Hypercholesterolemia and coronary heart disease in the elderly: a meta-analysis. Annals of Epidemiology, 14: 705–721. Elsevier BV. ","ecoscience"
0,"https://doi.org/10.1090/s0002-9939-1991-1064899-5"," @article{Bojanowska_1991, title={Finite cyclic subgroups determine the spectrum of the equivariant 𝐾-theory}, volume={113}, ISSN={1088-6826}, url={http://dx.doi.org/10.1090/s0002-9939-1991-1064899-5}, DOI={10.1090/s0002-9939-1991-1064899-5}, number={1}, journal={Proceedings of the American Mathematical Society}, publisher={American Mathematical Society (AMS)}, author={Bojanowska, Agnieszka}, year={1991}, pages={245–249} } ","Bojanowska, A., 1991. Finite cyclic subgroups determine the spectrum of the equivariant 𝐾-theory. Proceedings of the American Mathematical Society, 113: 245–249. American Mathematical Society (AMS). ","ecoscience"
0,"https://doi.org/10.1007/978-3-030-30275-7"," @book{2019, title={Information and Software Technologies}, ISBN={9783030302757}, ISSN={1865-0937}, url={http://dx.doi.org/10.1007/978-3-030-30275-7}, DOI={10.1007/978-3-030-30275-7}, journal={Communications in Computer and Information Science}, publisher={Springer International Publishing}, year={2019} } ","Damaševičius, R., Vasiljevienė, G. (Eds.), 2019. Information and Software Technologies, Communications in Computer and Information Science. Springer International Publishing. https://doi.org/10.1007/978-3-030-30275-7 ","elsevier-harvard"
0,"https://doi.org/10.1541/ieejeiss1987.121.3_488"," @article{Hoh_2001, title={VSLI Design and Education Center: The National Center That supports Education and Research on VLSI Design}, volume={121}, ISSN={1348-8155}, url={http://dx.doi.org/10.1541/ieejeiss1987.121.3_488}, DOI={10.1541/ieejeiss1987.121.3_488}, number={3}, journal={IEEJ Transactions on Electronics, Information and Systems}, publisher={Institute of Electrical Engineers of Japan (IEE Japan)}, author={Hoh, Koichiro and Asada, Kunihiro and Ikeda, Makoto}, year={2001}, pages={488–491} } ","Hoh, K., K. Asada & M. Ikeda, 2001. VSLI Design and Education Center: The National Center That supports Education and Research on VLSI Design. IEEJ Transactions on Electronics, Information and Systems, 121: 488–491. Institute of Electrical Engineers of Japan (IEE Japan). ","ecoscience"
0,"https://doi.org/10.1016/s0034-3617(97)91412-0"," @article{1997, volume={41}, ISSN={0034-3617}, url={http://dx.doi.org/10.1016/s0034-3617(97)91412-0}, DOI={10.1016/s0034-3617(97)91412-0}, number={4}, journal={Reinforced Plastics}, publisher={Mark Allen Group}, year={1997}, month=apr, pages={16} } ","“Martin Marietta Buys Right to Commercial Composite Bridges.” 1997. Reinforced Plastics 41 (4): 16. https://doi.org/10.1016/s0034-3617(97)91412-0. ","chicago-author-date"
0,"https://doi.org/10.1016/j.chest.2018.11.026"," @article{Metkus_2019, title={Complications and Outcomes of Temporary Transvenous Pacing}, volume={155}, ISSN={0012-3692}, url={http://dx.doi.org/10.1016/j.chest.2018.11.026}, DOI={10.1016/j.chest.2018.11.026}, number={4}, journal={Chest}, publisher={Elsevier BV}, author={Metkus, Thomas S. and Schulman, Steven P. and Marine, Joseph E. and Eid, Shaker M.}, year={2019}, month=apr, pages={749–757} } ","Metkus, T. S., Schulman, S. P., Marine, J. E., & Eid, S. M. (2019). Complications and Outcomes of Temporary Transvenous Pacing. Chest, 155(4), 749–757. https://doi.org/10.1016/j.chest.2018.11.026 ","apa"
0,"https://doi.org/10.1136/oemed-2018-icohabstracts.1434"," @article{Dlamini_2018, title={1367 The association between parkinsonism and quality of life in south african manganese mine workers}, url={http://dx.doi.org/10.1136/oemed-2018-icohabstracts.1434}, DOI={10.1136/oemed-2018-icohabstracts.1434}, journal={Toxicology of Metals}, publisher={BMJ Publishing Group Ltd}, author={Dlamini, Wendy W and Nelson, Gill and Racette, Brad A}, year={2018}, month=apr } ","Dlamini, W.W., Nelson, G., Racette, B.A., 2018. 1367 The association between parkinsonism and quality of life in south african manganese mine workers. Toxicology of Metals. https://doi.org/10.1136/oemed-2018-icohabstracts.1434 ","elsevier-harvard"
0,"https://doi.org/10.1242/dev.076893"," @article{Bitan_2012, title={Stable and dynamic microtubules coordinately determine and maintain Drosophila bristle shape}, volume={139}, ISSN={0950-1991}, url={http://dx.doi.org/10.1242/dev.076893}, DOI={10.1242/dev.076893}, number={11}, journal={Development}, publisher={The Company of Biologists}, author={Bitan, Amir and Rosenbaum, Ido and Abdu, Uri}, year={2012}, month=jun, pages={1987–1996} } ","Bitan, Amir, et al. “Stable and Dynamic Microtubules Coordinately Determine and Maintain Drosophila Bristle Shape.” Development, vol. 139, no. 11, June 2012, pp. 1987–96. Crossref, https://doi.org/10.1242/dev.076893. ","mla"
0,"https://doi.org/10.1161/blog.20150827.194200"," @misc{2015, url={http://dx.doi.org/10.1161/blog.20150827.194200}, DOI={10.1161/blog.20150827.194200}, journal={Blogging Stroke}, publisher={Ovid Technologies (Wolters Kluwer Health)}, year={2015}, month=aug } ","“Unlocking the Genetics of Lacunar Stroke through Genome-Wide Association Studies.” 2015. Blogging Stroke. Ovid Technologies (Wolters Kluwer Health). https://doi.org/10.1161/blog.20150827.194200. ","chicago-author-date"
0,"https://doi.org/10.1039/d1gc03036a"," @article{Qu_2021, title={A vapor thermal approach to selective recycling of spent lithium-ion batteries}, volume={23}, ISSN={1463-9270}, url={http://dx.doi.org/10.1039/d1gc03036a}, DOI={10.1039/d1gc03036a}, number={21}, journal={Green Chemistry}, publisher={Royal Society of Chemistry (RSC)}, author={Qu, Xin and Cai, Muya and Zhang, Beilei and Xie, Hongwei and Guo, Lei and Wang, Dihua and Yin, Huayi}, year={2021}, pages={8673–8684} } ","Qu, X., Cai, M., Zhang, B., Xie, H., Guo, L., Wang, D., & Yin, H. (2021). A vapor thermal approach to selective recycling of spent lithium-ion batteries. Green Chemistry, 23(21), 8673–8684. https://doi.org/10.1039/d1gc03036a ","apa"
0,"https://doi.org/10.1246/nikkashi1921.68.100"," @article{TOKUZUMI_1947, title={On the Reaction of Thioglycol on Rubber}, volume={68}, ISSN={2185-0909}, url={http://dx.doi.org/10.1246/nikkashi1921.68.100}, DOI={10.1246/nikkashi1921.68.100}, number={11–12}, journal={NIPPON KAGAKU KAISHI}, publisher={The Chemical Society of Japan}, author={TOKUZUMI, Tadaichi and KITAURA, Sadao}, year={1947}, pages={100–101} } ","TOKUZUMI, Tadaichi, and Sadao KITAURA. 1947. “On the Reaction of Thioglycol on Rubber.” NIPPON KAGAKU KAISHI 68 (11–12): 100–101. https://doi.org/10.1246/nikkashi1921.68.100. ","chicago-author-date"
0,"https://doi.org/10.4324/9780203436868.ch17"," @article{Ingram, title={Courtship and Marriage, c. 1500–1750}, ISBN={9780415472371}, url={http://dx.doi.org/10.4324/9780203436868.ch17}, DOI={10.4324/9780203436868.ch17}, journal={The Routledge History of Sex and the Body, 1500 to the Present}, publisher={Routledge}, author={Ingram, Martin} } ","Ingram, M., (in press). Courtship and Marriage, c. 1500–1750. The Routledge History of Sex and the Body, 1500 to the Present. Routledge. ","ecoscience"
0,"https://doi.org/10.1177/22808000211037487"," @article{Liu_2021, title={Enhanced antibacterial properties and promoted cell proliferation in glass ionomer cement by modified with fluorinated graphene-doped}, volume={19}, ISSN={2280-8000}, url={http://dx.doi.org/10.1177/22808000211037487}, DOI={10.1177/22808000211037487}, journal={Journal of Applied Biomaterials &amp; Functional Materials}, publisher={SAGE Publications}, author={Liu, Ruimin and Wang, Errui and Guo, Yumeng and Zhou, Qiaozhen and Zheng, Yayuan and Zhai, Junkai and Zhang, Kailiang and Zhang, Baoping}, year={2021}, month=jan, pages={228080002110374} } ","Liu, R., E. Wang, Y. Guo, Q. Zhou, Y. Zheng, J. Zhai, K. Zhang & B. Zhang, 2021. Enhanced antibacterial properties and promoted cell proliferation in glass ionomer cement by modified with fluorinated graphene-doped. Journal of Applied Biomaterials &amp; Functional Materials, 19: 228080002110374. SAGE Publications. ","ecoscience"
0,"https://doi.org/10.1037/030754"," @article{Biller_1989, title={Gender Development: Biopsychosocial Complexities}, volume={34}, ISSN={0010-7549}, url={http://dx.doi.org/10.1037/030754}, DOI={10.1037/030754}, number={11}, journal={Contemporary Psychology: A Journal of Reviews}, publisher={Portico}, author={Biller, Henry}, year={1989}, month=nov, pages={1030–1031} } ","Biller, H., 1989. Gender Development: Biopsychosocial Complexities. Contemporary Psychology: A Journal of Reviews, 34: 1030–1031. Portico. ","ecoscience"
0,"https://doi.org/10.1104/pp.15.00515"," @article{Falcone_Ferreyra_2015, title={The Identification of Maize and Arabidopsis Type I FLAVONE SYNTHASEs Links Flavones with Hormones and Biotic Interactions}, volume={169}, ISSN={1532-2548}, url={http://dx.doi.org/10.1104/pp.15.00515}, DOI={10.1104/pp.15.00515}, number={2}, journal={Plant Physiology}, publisher={Oxford University Press (OUP)}, author={Falcone Ferreyra, María Lorena and Emiliani, Julia and Rodriguez, Eduardo José and Campos-Bermudez, Valeria Alina and Grotewold, Erich and Casati, Paula}, year={2015}, month=aug, pages={1090–1107} } ","Falcone Ferreyra, M. L., Emiliani, J., Rodriguez, E. J., Campos-Bermudez, V. A., Grotewold, E., & Casati, P. (2015). The Identification of Maize and Arabidopsis Type I FLAVONE SYNTHASEs Links Flavones with Hormones and Biotic Interactions. Plant Physiology, 169(2), 1090–1107. https://doi.org/10.1104/pp.15.00515 ","apa"
0,"https://doi.org/10.1136/bcr-2016-216720"," @article{Dunphy_2016, title={Miliary tuberculosis in an immunocompetent male with a fatal outcome}, ISSN={1757-790X}, url={http://dx.doi.org/10.1136/bcr-2016-216720}, DOI={10.1136/bcr-2016-216720}, journal={BMJ Case Reports}, publisher={BMJ}, author={Dunphy, Louise and Keating, Elizabeth and Parke, T}, year={2016}, month=nov, pages={bcr2016216720} } ","Dunphy, Louise, Elizabeth Keating, and T Parke. 2016. “Miliary Tuberculosis in an Immunocompetent Male with a Fatal Outcome.” BMJ Case Reports, November, bcr2016216720. https://doi.org/10.1136/bcr-2016-216720. ","chicago-author-date"
0,"https://doi.org/10.2307/1994899"," @article{Scarpellini_1969, title={On the metamathematics of rings and integral domains}, volume={138}, ISSN={1088-6850}, url={http://dx.doi.org/10.1090/S0002-9947-1969-0239941-4}, DOI={10.1090/s0002-9947-1969-0239941-4}, number={0}, journal={Transactions of the American Mathematical Society}, publisher={American Mathematical Society (AMS)}, author={Scarpellini, Bruno}, year={1969}, pages={71–96} } ","Scarpellini, Bruno. “On the Metamathematics of Rings and Integral Domains.” Transactions of the American Mathematical Society, vol. 138, no. 0, 1969, pp. 71–96. Portico, Crossref, https://doi.org/10.1090/s0002-9947-1969-0239941-4. ","mla"
0,"https://doi.org/10.1016/j.pnpbp.2005.11.016"," @article{Benazzi_2006, title={Symptoms of depression as possible markers of bipolar II disorder}, volume={30}, ISSN={0278-5846}, url={http://dx.doi.org/10.1016/j.pnpbp.2005.11.016}, DOI={10.1016/j.pnpbp.2005.11.016}, number={3}, journal={Progress in Neuro-Psychopharmacology and Biological Psychiatry}, publisher={Elsevier BV}, author={Benazzi, Franco}, year={2006}, month=may, pages={471–477} } ","Benazzi, Franco. 2006. “Symptoms of Depression as Possible Markers of Bipolar II Disorder.” Progress in Neuro-Psychopharmacology and Biological Psychiatry 30 (3): 471–77. https://doi.org/10.1016/j.pnpbp.2005.11.016. ","chicago-author-date"
0,"https://doi.org/10.1016/0165-3806(87)90069-1"," @article{Hayashi_1987, title={An interaction between thyroid hormone and nerve growth factor in the regulation of choline acetyltransferase activity in neuronal cultures, derived from the septal-diagonal band region of the embryonic rat brain}, volume={36}, ISSN={0165-3806}, url={http://dx.doi.org/10.1016/0165-3806(87)90069-1}, DOI={10.1016/0165-3806(87)90069-1}, number={1}, journal={Developmental Brain Research}, publisher={Elsevier BV}, author={Hayashi, Masao and Patel, Ambrish J.}, year={1987}, month=nov, pages={109–120} } ","Hayashi, M., Patel, A.J., 1987. An interaction between thyroid hormone and nerve growth factor in the regulation of choline acetyltransferase activity in neuronal cultures, derived from the septal-diagonal band region of the embryonic rat brain. Developmental Brain Research 36, 109–120. https://doi.org/10.1016/0165-3806(87)90069-1 ","elsevier-harvard"
0,"https://doi.org/10.1016/0735-6757(90)90223-m"," @article{Melker_1990, title={Saphenous vein cutdown}, volume={8}, ISSN={0735-6757}, url={http://dx.doi.org/10.1016/0735-6757(90)90223-m}, DOI={10.1016/0735-6757(90)90223-m}, number={2}, journal={The American Journal of Emergency Medicine}, publisher={Elsevier BV}, author={Melker, Richard J.}, year={1990}, month=mar, pages={176–177} } ","Melker, R. J. (1990). Saphenous vein cutdown. The American Journal of Emergency Medicine, 8(2), 176–177. https://doi.org/10.1016/0735-6757(90)90223-m ","apa"
0,"https://doi.org/10.1111/jgs.12372"," @article{Zimmerman_2013, title={Systematic Review: Effective Characteristics of Nursing Homes and Other Residential Long‐Term Care Settings for People with Dementia}, volume={61}, ISSN={1532-5415}, url={http://dx.doi.org/10.1111/jgs.12372}, DOI={10.1111/jgs.12372}, number={8}, journal={Journal of the American Geriatrics Society}, publisher={Wiley}, author={Zimmerman, Sheryl and Anderson, Wayne L. and Brode, Shannon and Jonas, Dan and Lux, Linda and Beeber, Anna S. and Watson, Lea C. and Viswanathan, Meera and Lohr, Kathleen N. and Sloane, Philip D.}, year={2013}, month=jul, pages={1399–1409} } ","Zimmerman, Sheryl, et al. “Systematic Review: Effective Characteristics of Nursing Homes and Other Residential Long‐Term Care Settings for People with Dementia.” Journal of the American Geriatrics Society, vol. 61, no. 8, July 2013, pp. 1399–409. Portico, Crossref, https://doi.org/10.1111/jgs.12372. ","mla"
0,"https://doi.org/10.17660/actahortic.1978.74.10"," @article{Alehina_1978, title={INHERITANCE OF SOME SIGNS IN HYBRID PROGENY GOT FROM THE CROSSINGS PRUNUS DOMESTICA VARIETIES IN THE CONDITIONS OF THE NORTH CAUCASUS}, ISSN={2406-6168}, url={http://dx.doi.org/10.17660/actahortic.1978.74.10}, DOI={10.17660/actahortic.1978.74.10}, number={74}, journal={Acta Horticulturae}, publisher={International Society for Horticultural Science (ISHS)}, author={Alehina, E.M.}, year={1978}, month=nov, pages={79–82} } ","Alehina, E. M., 1978. INHERITANCE OF SOME SIGNS IN HYBRID PROGENY GOT FROM THE CROSSINGS PRUNUS DOMESTICA VARIETIES IN THE CONDITIONS OF THE NORTH CAUCASUS. Acta Horticulturae: 79–82. International Society for Horticultural Science (ISHS). ","ecoscience"
0,"https://doi.org/10.1007/s41635-020-00096-9"," @article{Gujar_2020, title={Detecting Electromagnetic Injection Attack on FPGAs Using In-situ Timing Sensors}, volume={4}, ISSN={2509-3436}, url={http://dx.doi.org/10.1007/s41635-020-00096-9}, DOI={10.1007/s41635-020-00096-9}, number={3}, journal={Journal of Hardware and Systems Security}, publisher={Springer Science and Business Media LLC}, author={Gujar, Surabhi Satyajit and Nazhandali, Leyla}, year={2020}, month=jun, pages={196–207} } ","Gujar, S. S. & L. Nazhandali, 2020. Detecting Electromagnetic Injection Attack on FPGAs Using In-situ Timing Sensors. Journal of Hardware and Systems Security, 4: 196–207. Springer Science and Business Media LLC. ","ecoscience"
0,"https://doi.org/10.1016/s1031-170x(05)80179-5"," @article{Mair_1992, title={The right to procreate: Intellectual disability and the law}, volume={5}, ISSN={1031-170X}, url={http://dx.doi.org/10.1016/s1031-170x(05)80179-5}, DOI={10.1016/s1031-170x(05)80179-5}, number={4}, journal={Australian College of Midwives Incorporated Journal}, publisher={Elsevier BV}, author={Mair, Judith L.M.}, year={1992}, month=dec, pages={16–20} } ","Mair, J. L. M. (1992). The right to procreate: Intellectual disability and the law. Australian College of Midwives Incorporated Journal, 5(4), 16–20. https://doi.org/10.1016/s1031-170x(05)80179-5 ","apa"
0,"https://doi.org/10.24887/0028-2448-2019-12-33-37"," @article{Maksimov_2019, title={System engineering approaches to develop software for integrating well cost estimation}, volume={12}, ISSN={0028-2448}, url={http://dx.doi.org/10.24887/0028-2448-2019-12-33-37}, DOI={10.24887/0028-2448-2019-12-33-37}, journal={Neftyanoe khozyaystvo - Oil Industry}, publisher={Oil Industry Corporation}, author={Maksimov, Yu.V. and Sozonenko, G.V. and Karachev, A.A. and Khomitskiy, A.N. and Berezovsky, A.K. and Tretiakov, S.V.}, year={2019}, pages={33–37} } ","Maksimov, Yu.V., G.V. Sozonenko, A.A. Karachev, A.N. Khomitskiy, A.K. Berezovsky, S.V. Tretiakov, et al. 2019. “System Engineering Approaches to Develop Software for Integrating Well Cost Estimation.” Neftyanoe Khozyaystvo - Oil Industry 12: 33–37. https://doi.org/10.24887/0028-2448-2019-12-33-37. ","chicago-author-date"
0,"https://doi.org/10.1093/psquar/qqad062"," @article{Sukin_2023, title={All Options on the Table: Leaders, Preventive War, and Nuclear Proliferation by Rachel Elizabeth Whitlark}, volume={138}, ISSN={1538-165X}, url={http://dx.doi.org/10.1093/psquar/qqad062}, DOI={10.1093/psquar/qqad062}, number={3}, journal={Political Science Quarterly}, publisher={Oxford University Press (OUP)}, author={Sukin, Lauren}, year={2023}, pages={463–465} } ","Sukin, Lauren. 2023. “All Options on the Table: Leaders, Preventive War, and Nuclear Proliferation by Rachel Elizabeth Whitlark.” Political Science Quarterly 138 (3): 463–65. https://doi.org/10.1093/psquar/qqad062. ","chicago-author-date"
0,"https://doi.org/10.1016/s0021-9290(06)83550-5"," @article{Simms_2006, title={Validated multibody modeling of vehicle/pedestrian impacts to explain the increased injury risk posed to pedestrians by SUVs}, volume={39}, ISSN={0021-9290}, url={http://dx.doi.org/10.1016/s0021-9290(06)83550-5}, DOI={10.1016/s0021-9290(06)83550-5}, journal={Journal of Biomechanics}, publisher={Elsevier BV}, author={Simms, C. and Wood, D.}, year={2006}, month=jan, pages={S160} } ","Simms, C., and D. Wood. 2006. “Validated Multibody Modeling of Vehicle/Pedestrian Impacts to Explain the Increased Injury Risk Posed to Pedestrians by SUVs.” Journal of Biomechanics 39 (January): S160. https://doi.org/10.1016/s0021-9290(06)83550-5. ","chicago-author-date"
0,"https://doi.org/10.2991/aebmr.k.200410.011"," @article{Retnawati_2020, title={Role of Entrepreneurial Orientation and Market Orientation on Competitive Advantage Through Marketing Performance: The Study at Marine-Based Food Processing Industry in Central Java}, url={http://dx.doi.org/10.2991/aebmr.k.200410.011}, DOI={10.2991/aebmr.k.200410.011}, journal={Proceedings of the 3rd Asia Pacific International Conference of Management and Business Science (AICMBS 2019)}, publisher={Atlantis Press}, author={Retnawati, Berta Bekti and Retnaningsih, CH.}, year={2020} } ","Retnawati, Berta Bekti, and CH. Retnaningsih. “Role of Entrepreneurial Orientation and Market Orientation on Competitive Advantage Through Marketing Performance: The Study at Marine-Based Food Processing Industry in Central Java.” Proceedings of the 3rd Asia Pacific International Conference of Management and Business Science (AICMBS 2019), 2020. Crossref, https://doi.org/10.2991/aebmr.k.200410.011. ","mla"
